,protein_name
7341,3-oxoacyl-[acyl-carrier-protein] reductase
7342,3-oxoacyl-[acyl-carrier-protein] synthase 1
7343,3-oxoacyl-[acyl-carrier-protein] synthase 2
7344,3-oxoadipyl-CoA thiolase
7345,3-phosphoshikimate 1-carboxyvinyltransferase
7346,3-phytase
7347,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
7348,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase -2-C-methyl-D-erythritol kinase)
7349,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase -butenyl 4-diphosphate synthase)
7350,4-hydroxy-tetrahydrodipicolinate reductase
7351,4-hydroxy-tetrahydrodipicolinate synthase
7352,4-hydroxybenzoate octaprenyltransferase
7353,4-hydroxyphenylpyruvate dioxygenase
7354,4-hydroxythreonine-4-phosphate dehydrogenase -L-threonine dehydrogenase)
7355,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
7356,5'-nucleotidase SurE
7357,5-aminolevulinate synthase
7358,5-formyltetrahydrofolate cyclo-ligase
7359,5-hydroxyisourate hydrolase
7360,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
7361,5-oxoprolinase
7362,"6,7-dimethyl-8-ribityllumazine synthase"
7363,"6-carboxy-5,6,7,8-tetrahydropterin synthase"
7364,6-phosphogluconolactonase
7365,"7,8-dihydroneopterin aldolase"
7366,7-cyano-7-deazaguanine synthase)
7367,8-amino-7-ketopelargonate synthase
7368,8-oxo-dGTP diphosphatase
7369,ADP-L-glycero-D-manno-heptose-6-epimerase
7370,AMP nucleosidase
7371,ATP phosphoribosyltransferase
7372,ATP-dependent Clp protease proteolytic subunit
7373,ATP-dependent DNA helicase RecG
7374,ATP-dependent dethiobiotin synthetase BioD
7375,ATP-dependent helicase HrpB
7376,ATP-dependent protease subunit HslV
7377,Acetoacetyl-CoA reductase
7378,Acetolactate synthase small subunit
7379,Acetyl-CoA C-acetyltransferase
7380,Acetyl-CoA carboxylase biotin subunit
7381,Acetyl-coenzyme A synthetase
7382,Acetylglutamate kinase
7383,Acetylornithine aminotransferase
7384,Acetylornithine deacetylase
7385,Acetyltransferase component of pyruvate dehydrogenase complex
7386,Acid phosphatase
7387,"Aconitate hydratase A -2-methylisocitrate dehydratase) -3-hydroxybutane-1,2,3-tricarboxylate"
7388,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
7389,Acyl-acyl carrier protein synthetase
7390,Acyl-coenzyme A dehydrogenase
7391,Acylamino-acid-releasing enzyme
7392,Adenosylcobinamide-GDP ribazoletransferase
7393,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
7394,Adenylate kinase
7395,Adenylosuccinate lyase
7396,Adenylosuccinate synthetase
7397,Alanine dehydrogenase
7398,Alanine racemase
7399,Alanine--tRNA ligase
7400,Aldose 1-epimerase
7401,Alkaline phosphatase
7402,Alkanesulfonate monooxygenase
7403,"Alpha,alpha-trehalase"
7404,Alpha-L-fucosidase
7405,Alpha-glucosidase
7406,Alpha-ketoglutarate-dependent dioxygenase AlkB homolog
7407,Alpha-methylacyl-CoA racemase
7408,Altronate dehydratase
7409,Amidase
7410,Amidohydrolase
7411,Amidophosphoribosyltransferase
7412,"Aminodeoxychorismate synthase, component I"
7413,Aminopeptidase N
7414,Anhydro-N-acetylmuramic acid kinase
7415,Anthranilate phosphoribosyltransferase
7416,Anthranilate synthase component 1
7417,"Arabinogalactan endo-beta-1,4-galactanase"
7418,Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: alpha chain; beta chain] [Includes: Glutamate N-acetyltransferase ; Amino-acid acetyltransferase ]
7419,Arginine--tRNA ligase
7420,Arginine/ornithine succinyltransferase subunit
7421,Argininosuccinate lyase
7422,Argininosuccinate synthase
7423,Arsenate reductase
7424,Asparaginase
7425,Aspartate 1-decarboxylase [Cleaved into: beta chain; alpha chain]
7426,Aspartate aminotransferase family protein
7427,Aspartate carbamoyltransferase
7428,Aspartate racemase
7429,Aspartate--tRNA ligase
7430,Aspartate-semialdehyde dehydrogenase
7431,Aspartokinase
7432,Bacterioferritin
7433,Beta-glucosidase
7434,Beta-glucuronidase
7435,Beta-ketoacyl-[acyl-carrier-protein] synthase III
7436,Beta-xylanase
7437,Beta-xylosidase
7438,Bifunctional adenosylcobalamin biosynthesis protein
7439,Bifunctional diguanylate cyclase/phosphodiesterase
7440,"Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase ; 2,4-cyclodiphosphate synthase ]"
7441,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme [Includes: adenylyl-L-tyrosine phosphorylase ; adenylyl transferase ]
7442,Bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
7443,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ]
7444,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase ; Glucosamine-1-phosphate N-acetyltransferase ]
7445,Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase ; 1-phosphate adenylyltransferase ]
7446,Bifunctional protein PutA [Includes: Proline dehydrogenase ; Delta-1-pyrroline-5-carboxylate ]
7447,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase ; IMP cyclohydrolase ]
7448,Bifunctional uridylyltransferase/uridylyl-removing enzyme [Includes: [Protein-PII] uridylyltransferase ; [Protein-PII]-UMP uridylyl-removing ]
7449,Biotin carboxylase
7450,Biotin synthase
7451,Branched-chain-amino-acid aminotransferase
7452,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
7453,"CDP-glucose 4,6-dehydratase"
7454,CTP synthase
7455,Carbamoyl phosphate synthase large chain
7456,Carboxy-terminal processing protease
7457,Carboxymethylenebutenolidase
7458,Carboxypeptidase G2
7459,Catalase-peroxidase
7460,Chemotaxis protein methyltransferase
7461,Choline dehydrogenase
7462,Chorismate synthase
7463,Citrate lyase beta subunit
7464,Class I SAM-dependent methyltransferase
7465,Cobaltochelatase subunit CobT
7466,Coenzyme A biosynthesis bifunctional protein CoaBC [Includes: Phosphopantothenoylcysteine decarboxylase ; Phosphopantothenate--cysteine ligase ]
7467,Coenzyme F390 synthetase
7468,"Corrinoid adenosyltransferase alamin adenosyltransferase) yrinic acid a,c-diamide"
7469,Crotonyl-CoA carboxylase/reductase
7470,Cyclic nucleotide-binding protein
7471,Cyclohexadienyl dehydrogenase
7472,Cyclopropane-fatty-acyl-phospholipid synthase
7473,Cystathionine beta-lyase
7474,Cystathionine gamma-lyase
7475,Cysteine desulfurase
7476,Cysteine synthase A
7477,Cysteine--tRNA ligase
7478,Cytidine deaminase
7479,Cytochrome c biogenesis ATP-binding export protein CcmA
7480,"Cytochrome o ubiquinol oxidase, subunit I"
7481,D-3-phosphoglycerate dehydrogenase
7482,D-alanine--D-alanine ligase
7483,D-alanyl-D-alanine dipeptidase
7484,D-galactose 1-dehydrogenase
7485,D-mannonate oxidoreductase
7486,DNA -methyltransferase
7487,DNA ligase
7488,DNA ligase ])
7489,DNA polymerase IV
7490,DNA topoisomerase
7491,DNA-3-methyladenine glycosylase I
7492,DNA-3-methyladenine glycosylase II
7493,DNA-directed RNA polymerase subunit alpha
7494,Delta-aminolevulinic acid dehydratase
7495,Deoxyhypusine synthase
7496,Deoxyribodipyrimidine photo-lyase
7497,Deoxyuridine 5'-triphosphate nucleotidohydrolase
7498,Dephospho-CoA kinase
7499,Diaminopimelate decarboxylase
7500,Diaminopimelate epimerase
7501,Dihydrofolate reductase
7502,Dihydrofolate synthase/folylpolyglutamate synthase
7503,Dihydrolipoyl dehydrogenase
7504,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
7505,Dihydroorotase
7506,Dihydroorotate dehydrogenase
7507,Dihydropteroate synthase
7508,Dihydroxy-acid dehydratase
7509,Dual-specificity RNA methyltransferase RlmN -C)-methyltransferase)
7510,Dual-specificity RNA pseudouridine synthase RluF synthase)
7511,E1-E2 cation pump ATPase fixI
7512,Electron transfer flavoprotein-ubiquinone oxidoreductase
7513,Endoglucanase
7514,Enolase
7515,Enoyl-[acyl-carrier-protein] reductase [NADH]
7516,Epoxyqueuosine reductase
7517,Exodeoxyribonuclease 7 large subunit
7518,Exodeoxyribonuclease III
7519,Exopolyphosphatase GppA
7520,F0F1 ATP synthase subunit beta
7521,Farnesyl-diphosphate synthase
7522,Ferrochelatase
7523,Feruloyl-CoA synthetase
7524,Flavodoxin-dependent -4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
7525,Formamidopyrimidine-DNA glycosylase lyase MutM)
7526,Formyl-CoA transferase
7527,Formyltetrahydrofolate deformylase hydrolase)
7528,"Fructose-1,6-bisphosphatase class 1"
7529,"Fructose-1,6-bisphosphate aldolase"
7530,Fumarate hydratase class II
7531,GMP synthase [glutamine-hydrolyzing]
7532,GTP cyclohydrolase 1
7533,GTP pyrophosphokinase
7534,GTP pyrophosphokinase rsh ppGpp synthase)
7535,Gamma-glutamyl phosphate reductase
7536,"Glucan 1,4-alpha-glucosidase"
7537,Glucokinase
7538,Glucose-1-phosphate cytidylyltransferase
7539,Glucose-1-phosphate thymidylyltransferase
7540,Glucose-6-phosphate 1-dehydrogenase
7541,Glucose-6-phosphate isomerase
7542,Glutamate 5-kinase
7543,Glutamate dehydrogenase/leucine dehydrogenase
7544,Glutamate racemase
7545,Glutamate synthase large subunit
7546,Glutamate--cysteine ligase
7547,Glutamate--tRNA ligase
7548,"Glutamate-1-semialdehyde 2,1-aminomutase"
7549,Glutamine synthetase
7550,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
7551,Glutamine-dependent NAD synthetase synthase [glutamine-hydrolyzing])
7552,Glutamyl-tRNA amidotransferase subunit A
7553,Glutathione hydrolase proenzyme [Cleaved into: large chain; small chain]
7554,Glutathione peroxidase
7555,Glutathione reductase
7556,Glutathione synthetase
7557,Glutathione-dependent dehydroascorbate reductase
7558,Glyceraldehyde-3-phosphate dehydrogenase
7559,Glycerate kinase
7560,Glycerol kinase GlpK
7561,Glycerol-3-phosphate 1-O-acyltransferase PlsY
7562,Glycerol-3-phosphate dehydrogenase [NAD+] -dependent dehydrogenase) H-dependent dihydroxyacetone-phosphate reductase)
7563,Glycine oxidase
7564,Glycine--tRNA ligase alpha subunit
7565,Glyoxylate reductase
7566,Guanine deaminase
7567,Guanylate kinase
7568,Haloalkane dehalogenase
7569,Histidine ammonia-lyase
7570,Histidine--tRNA ligase
7571,Histidinol dehydrogenase
7572,Histidinol-phosphate aminotransferase
7573,Holo-[acyl-carrier-protein] synthase
7574,"Homogentisate 1,2-dioxygenase"
7575,Homoserine O-acetyltransferase
7576,Homoserine dehydrogenase
7577,Homoserine kinase
7578,Hydroxyacylglutathione hydrolase
7579,Hydroxymethylglutaryl-CoA lyase
7580,Imidazoleglycerol-phosphate dehydratase
7581,Imidazolonepropionase
7582,Indole-3-glycerol phosphate synthase
7583,Indolepyruvate ferredoxin oxidoreductase
7584,Inorganic pyrophosphatase
7585,Inosine-5'-monophosphate dehydrogenase
7586,Inosine-uridine nucleoside N-ribohydrolase
7587,Inositol-1-monophosphatase
7588,Isocitrate dehydrogenase )
7589,Isocitrate lyase
7590,Isoleucine--tRNA ligase
7591,"Isovaleryl-CoA dehydrogenase, mitochondrial"
7592,Keto-deoxy-phosphogluconate aldolase
7593,Ketol-acid reductoisomerase )
7594,KpsF/GutQ family protein
7595,L-aspartate oxidase
7596,L-rhamnonate dehydratase
7597,L-rhamnose mutarotase
7598,L-threonine dehydratase catabolic TdcB
7599,Lactate dehydrogenase
7600,Leucine--tRNA ligase
7601,Leucyl/phenylalanyl-tRNA--protein transferase
7602,LexA repressor
7603,Lipid-A-disaccharide synthase
7604,Lipoprotein signal peptidase
7605,Lipoyl synthase
7606,Lon protease
7607,Long-chain-acyl-CoA synthetase
7608,Lycopene beta-cyclase CrtY
7609,"Lysine 2,3-aminomutase YodO family protein"
7610,Lysine--tRNA ligase
7611,Lysozyme
7612,Malate dehydrogenase
7613,Malate synthase
7614,Maleylacetoacetate isomerase
7615,Maleylpyruvate isomerase
7616,Malonyl CoA-acyl carrier protein transacylase
7617,"Mannan endo-1,4-beta-mannosidase"
7618,Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
7619,Methionine adenosyltransferase
7620,Methionine aminopeptidase
7621,Methionine synthase
7622,Methionine--tRNA ligase
7623,Methionyl-tRNA formyltransferase
7624,Methylated-DNA--protein-cysteine methyltransferase
7625,Methylcrotonoyl-CoA carboxylase
7626,Methylenetetrahydrofolate reductase [NADH]
7627,Methylenetetrahydrofolate--tRNA--methyltransferase TrmFO -methyltransferase)
7628,Methylglutaconyl-CoA hydratase
7629,Methylglyoxal synthase
7630,Methylmalonyl-CoA epimerase
7631,Microsomal dipeptidase
7632,Molybdenum cofactor guanylyltransferase
7633,Molybdopterin molybdenumtransferase
7634,Molybdopterin synthase catalytic subunit
7635,Multifunctional fusion protein [Includes: Sulfate adenylyltransferase subunit 1 ; Adenylyl-sulfate kinase ]
7636,N--L-asparaginase
7637,N-acetyl-gamma-glutamyl-phosphate reductase
7638,N-acetylglucosamine-6-phosphate deacetylase
7639,N-acetylmuramoyl-L-alanine amidase
7640,N-anthranilate isomerase
7641,N-carbamoylputrescine amidase
7642,N-hydroxyarylamine O-acetyltransferase
7643,N-succinylarginine dihydrolase
7644,N-succinylglutamate 5-semialdehyde dehydrogenase
7645,N5-carboxyaminoimidazole ribonucleotide mutase imidazole mutase)
7646,N5-carboxyaminoimidazole ribonucleotide synthase imidazole synthetase)
7647,NAD diphosphatase
7648,NAD kinase
7649,NAD-specific glutamate dehydrogenase GdhZ
7650,NADH dehydrogenase H:quinone oxidoreductase)
7651,NADH-quinone oxidoreductase chain M
7652,"NADH:flavin oxidoreductase, old yellow enzyme family"
7653,NADP-dependent malic enzyme
7654,NADPH-dependent 7-cyano-7-deazaguanine reductase reductase)
7655,NeuB-family N-acetylneuraminate synthase
7656,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase -alpha-phosphoribosyltransferase)
7657,Nitrate reductase subunit beta
7658,Nucleoside diphosphate kinase
7659,Octanoyltransferase
7660,Ornithine carbamoyltransferase
7661,Orotate phosphoribosyltransferase
7662,Orotidine 5'-phosphate decarboxylase
7663,Oxygen-dependent coproporphyrinogen-III oxidase
7664,Pantothenate synthetase
7665,Pectinesterase
7666,Penicillin-binding protein 1A
7667,Peptide deformylase
7668,Peptide methionine sulfoxide reductase MsrA -S-oxide reductase)
7669,Peptide methionine sulfoxide reductase MsrB -S-oxide reductase)
7670,Peptidyl-dipeptidase DCP
7671,Peptidyl-tRNA hydrolase
7672,"Peroxiredoxin, OsmC subfamily"
7673,Phenylalanine--tRNA ligase alpha subunit
7674,Phenylalanine-4-hydroxylase
7675,Phenylpropionate dioxygenase ferredoxin reductase subunit
7676,Phosphatidate cytidylyltransferase
7677,Phosphatidylglycerol lysyltransferase
7678,Phospho-2-dehydro-3-deoxyheptonate aldolase
7679,Phospho-N-acetylmuramoyl-pentapeptide-transferase
7680,Phosphoadenylyl-sulfate reductase
7681,Phosphoenolpyruvate carboxylase
7682,Phosphoglucomutase
7683,Phosphogluconate dehydratase
7684,Phosphoglucosamine mutase
7685,Phosphoglycerate kinase
7686,Phosphoglycolate phosphatase
7687,Phosphomannomutase
7688,Phosphomethylpyrimidine synthase
7689,Phosphonates transport ATP-binding protein phnC
7690,Phosphonoacetaldehyde hydrolase
7691,Phosphopantetheine adenylyltransferase
7692,Phosphoribosyl-AMP cyclohydrolase
7693,Phosphoribosyl-ATP pyrophosphatase
7694,Phosphoribosylamine--glycine ligase
7695,Phosphoribosylaminoimidazole-succinocarboxamide synthase
7696,Phosphoribosylformylglycinamidine cyclo-ligase
7697,Phosphoribosylformylglycinamidine synthase subunit PurL
7698,Phosphoribosylformylglycinamidine synthase subunit PurQ
7699,Phosphoribosylglycinamide formyltransferase
7700,Phosphoserine phosphatase
7701,PiuB-related membrane protein
7702,Poly polymerase/tRNA-nucleotidyltransferase
7703,Polyphosphate kinase
7704,Polyribonucleotide nucleotidyltransferase
7705,Porphobilinogen deaminase
7706,Prephenate dehydrogenase
7707,Prepilin leader peptidase/N-methyltransferase
7708,Probable coniferyl aldehyde dehydrogenase
7709,Probable cytosol aminopeptidase
7710,Probable glycine dehydrogenase subunit 2 2)
7711,Probable nicotinate-nucleotide adenylyltransferase diphosphorylase) pyrophosphorylase)
7712,Probable periplasmic serine endoprotease DegP-like
7713,Probable transaldolase
7714,Proline iminopeptidase
7715,Proline--tRNA ligase
7716,Prolyl oligopeptidase
7717,Protease II PtrB
7718,Protein-L-isoaspartate O-methyltransferase
7719,Protein-glutamate methylesterase/protein-glutamine glutaminase
7720,Putative agmatine deiminase
7721,Putative pterin-4-alpha-carbinolamine dehydratase
7722,Pyridoxine 5'-phosphate synthase
7723,Pyridoxine/pyridoxamine 5'-phosphate oxidase
7724,Pyrimidine monooxygenase RutA
7725,Pyrroline-5-carboxylate reductase
7726,Pyruvate dehydrogenase E1 component subunit beta
7727,Pyruvate kinase
7728,"Pyruvate, phosphate dikinase"
7729,Queuine tRNA-ribosyltransferase
7730,Quinolinate synthase
7731,Quinone oxidoreductase
7732,Quinoprotein glucose dehydrogenase
7733,Release factor glutamine methyltransferase MTase PrmC)
7734,Riboflavin biosynthesis protein [Includes: kinase ; FMN adenylyltransferase ]
7735,Ribokinase
7736,Ribonuclease 3
7737,Ribonuclease D
7738,Ribonuclease E
7739,Ribonuclease H
7740,Ribonuclease P protein component
7741,Ribonuclease PH
7742,Ribonucleoside-diphosphate reductase subunit beta
7743,Ribose-5-phosphate isomerase A
7744,Ribose-phosphate pyrophosphokinase
7745,Ribosomal RNA large subunit methyltransferase E -methyltransferase)
7746,Ribosomal RNA large subunit methyltransferase H -methyltransferase) -methyltransferase RlmH)
7747,Ribosomal RNA large subunit methyltransferase J -N6)-methyltransferase)
7748,Ribosomal RNA small subunit methyltransferase A -N/adenine-N)-dimethyltransferase) dimethyltransferase)
7749,Ribosomal RNA small subunit methyltransferase E
7750,Ribosomal RNA small subunit methyltransferase G
7751,Ribosomal RNA small subunit methyltransferase H C1402 methyltransferase) -)-methyltransferase RsmH)
7752,Ribosomal RNA small subunit methyltransferase I -methyltransferase RsmI)
7753,Ribulose-phosphate 3-epimerase
7754,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
7755,S-formylglutathione hydrolase
7756,S-glutathione dehydrogenase
7757,SMP-30/gluconolaconase/LRE-like protein
7758,Serine acetyltransferase
7759,Serine hydroxymethyltransferase
7760,Serine--tRNA ligase synthetase)
7761,Shikimate dehydrogenase )
7762,Shikimate kinase
7763,Sialic acid-specific 9-O-acetylesterase
7764,Signal peptidase I
7765,Stearoyl-CoA 9-desaturase
7766,Succinate dehydrogenase iron-sulfur subunit
7767,Succinate--CoA ligase [ADP-forming] subunit alpha
7768,Succinate-semialdehyde dehydrogenase )
7769,Succinyl-diaminopimelate desuccinylase
7770,Sulfate transport system permease protein cysW
7771,Superoxide dismutase
7772,Taurine dioxygenase
7773,Tetraacyldisaccharide 4'-kinase
7774,Thiamine-monophosphate kinase
7775,Thiamine-phosphate synthase
7776,Thiazole synthase
7777,Thioredoxin reductase
7778,Threonine aldolase
7779,Threonine synthase
7780,Threonine--tRNA ligase
7781,Threonylcarbamoyl-AMP synthase
7782,Thymidylate kinase
7783,Thymidylate synthase
7784,Trans-aconitate 2-methyltransferase
